,movie_id,title,tags
2295,41210,The Switch,"an unmarried 40-year-old woman turns to a turkey baster in order to become pregnant. seven years later, she reunites with her best friend, who has been living with a secret: he replaced her preferred sperm sample with his own. comedy romance drama alcohol single parent baby restaurant aquarium sperm little boy male female relationship pregnant artificial insemination jasonbateman jenniferaniston jeffgoldblum joshgordon willspeck"
2296,12090,Just Married,"tom leezak and sarah mcnerney fall in love and plan to get married, despite opposition from sarah's uptight, rich family. when they do get married, and get a chance to prove sarah's family wrong, they go on a european honeymoon and run into disaster after disaster. they have to decide whether the honeymoon from hell and a few pre-marital mistakes are worth throwing away their love and marriage. comedy venice france prison fire europe married couple honeymoon castle just married chewing gum marriage police vacation ashtonkutcher brittanymurphy christiankane shawnlevy"
2297,62630,The Devil's Double,a chilling vision of the house of saddam hussein comes to life through the eyes of the man who was forced to become the double of hussein's sadistic son. drama action thriller crime war palace impostor pervertion dominiccooper ludivinesagnier raadrawi leetamahori
2298,16110,Thomas and the Magic Railroad,"mr. conductor's supply of magic gold dust, which allows him to travel between shining time and thomas's island, is critically low. unfortunately, he doesn't know how to get more. meanwhile, thomas is fending off attacks by the nasty diesel engines. getting more gold dust will require help from mr. c's slacker cousin, his new friend lily and her morose grandfather, plus the secret engine. animation drama family sciencefiction alecbaldwin peterfonda marawilson brittallcroft"
2299,29427,The Crazies,four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane. mystery horror action terror biological weapon cover-up splatter duringcreditsstinger virus timothyolyphant radhamitchell joeanderson breckeisner
2300,129,Spirited Away,a ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. her parents have been changed into pigs along with others inside a bathhouse full of these creatures. will she ever see the world how it once was? fantasy adventure animation family witch parents kids relationship magic twilight darkness village and town bath house pig ghost world biology train amusement park yokai japanese mythology anime rumihiiragi miyuirino marinatsuki hayaomiyazaki
2301,244114,Firestorm,"a crew of seasoned criminals led by the notorious nam, armed with high-powered weapons, pulls off another smooth and violent armored car heist in broad daylight in a crowded street. whoever tries to get in their way, they will show no mercy. this puts the police force to shame and humiliation. a hardboiled senior police inspector lui, hot on the trails of nam and his tight crew, determines to put an end to this madness that causes the lives of innocent people. but he soon comes face to face with the cruel reality that the usual police tactics are too futile to send these armed thieves behind bars. extreme crime requires extreme justice, even if it means crossing his moral line. tou, an ex-con desperate to leave his criminal past behind, volunteers to be lui’s snitch in exchange for a fresh start with her girlfriend bing. but little does he know what hellish situation he’s getting himself into. action crime robbery street war gun battle rogue cop andylau gordonlamka-tung yaochen alanyuen"
2302,2669,The Bounty,"the familiar story of lieutenant bligh, whose cruelty leads to a mutiny on his ship. this version follows both the efforts of fletcher christian to get his men beyond the reach of british retribution, and the epic voyage of lieutenant bligh to get his loyalists safely to east timor in a tiny lifeboat. action drama history female nudity exotic island mutiny lake nudity sailing ship adventure tahiti murder pregnancy great barrier reef sailor native peoples storm at sea whipping british sailor based on true events fiji melgibson anthonyhopkins laurenceolivier rogerdonaldson"
2303,203833,The Book Thief,"while subjected to the horrors of wwii germany, young liesel finds solace by stealing books and sharing them with others. under the stairs in her home, a jewish refuge is being sheltered by her adoptive parents. drama world war ii book nazi germany jewish geoffreyrush sophienélisse emilywatson brianpercival"
2304,13523,Sex Drive,a high school senior drives cross-country with his best friends to hook up with a babe he met online. comedy adventure romance sex jealousy virgin nudity community friendship high school road trip friends romance redneck loss of virginity hitchhiker teen movie boyfriend pickup knoxville joshzuckerman amandacrew clarkduke seananders
2305,25195,Leap Year,"when yet another anniversary passes without a marriage proposal from her boyfriend, anna decides to take action. aware of a celtic tradition that allows women to pop the question on feb. 29, she plans to follow her lover to dublin and ask him to marry her. fate has other plans, however, and anna winds up on the other side of the emerald isle with handsome, but surly, declan -- an irishman who may just lead anna down the road to true love. romance comedy taxi bar wales marriage proposal airplane pub cow wedding ring wedding proposal cardiologist ireland cliffs amyadams matthewgoode adamscott anandtucker"
2306,17277,The Fall of the Roman Empire,"drawn from the same events that later inspired gladiator, the film charts the power-hungry greed and father-son betrayal that led to rome's collapse at the bloody hands of the barbarians. drama history roman empire ancient rome sophialoren stephenboyd alecguinness anthonymann"
2307,50725,Take Me Home Tonight,"recent mit grad matt franklin (topher grace) should be well on his way to a successful career at a fortune 500 company, but instead, he rebels against maturity by taking a job at a video store. matt rethinks his position when his unrequited high-school crush, tori (teresa palmer), walks in and invites him to an end-of-summer party. with the help of his twin sister (anna faris) and his best friend (dan fogler), matt hatches a plan to change the course of his life. comedy drama romance becoming an adult lie night sister job party friends deception best friend tophergrace annafaris danfogler michaeldowse"
2308,82631,Won't Back Down,"two determined mothers­, one a teacher, look to transform their children's failing inner city school. facing a powerful and entrenched bureaucracy, they risk everything to make a difference in the education and future of their children drama based on true story violadavis maggiegyllenhaal vingrhames danielbarnz"
2309,73191,The Nutcracker,"on christmas eve, a little girl named marie (cohen) falls asleep after a party at her home and dreams herself into a fantastic world where toys become larger than life. she meets up with the nutcracker prince (culkin) who defends her from the mouse king. family fantasy music ballet darcikistler damianwoetzel bartrobinsoncook emileardolino"
2310,22479,Kansas City,"robert altman's story is a riff on race, class, and power cross-cuts between the two kidnappings and the background of corrupt politics and virtuoso jazz music. it all takes place in kansas city in 1934. thriller drama music crime politician kansas city election jazz music jenniferjasonleigh mirandarichardson harrybelafonte robertaltman"
2311,340611,Indignation,"in 1951, marcus messner, a working-class jewish student from new jersey, attends a small ohio college, where he struggles with anti-semitism, sexual repression, and the ongoing korean war. drama based on novel jewish life ohio 1950s loganlerman sarahgadon tracyletts jamesschamus"
2312,10065,The Amityville Horror,a family is terrorized by demonic forces after moving into a home that was the site of a grisly mass-murder. horror thriller drama holy water long island remake family dinner paranormal violence wood chopping backwards tortured to death moving in based on supposedly true story ryanreynolds melissageorge jessejames andrewdouglas
2313,2757,Adaptation.,a love-lorn script writer grows increasingly desperate in his quest to adapt the book 'the orchid thief'. comedy crime drama alligator marriage crisis writer's block orchid nicolascage merylstreep chriscooper spikejonze
2314,11683,Land of the Dead,"the world is full of zombies and the survivors have barricaded themselves inside a walled city to keep out the living dead. as the wealthy hide out in skyscrapers and chaos rules the streets, the rest of the survivors must find a way to stop the evolving zombies from breaking into the city. horror cage dystopia survivor zombie zombie apocalypse simonbaker johnleguizamo dennishopper georgea.romero"
2315,244339,Out of Inferno,"on the hottest day in 50 years, a serious fire incident happened to a busy commercial tower, a gaggle of fire fighters with an indestructible enthusiasm are going to save lives. action lauching-wan angelicalee chensicheng dannypang oxidepangchun"
2316,1878,Fear and Loathing in Las Vegas,"the hallucinogenic misadventures of sportswriter raoul duke and his samoan lawyer, dr. gonzo, on a three-day romp from los angeles to las vegas. motoring across the mojave desert on the way to sin city, duke and his purple haze passenger ingest a cornucopia of drugs ranging from acid to ether. adventure drama comedy gonzo journalist sweaty face fake identity wedding chapel grapefruit cadillac convertible gibberish corvette stingray police convention johnnydepp beniciodeltoro tobeymaguire terrygilliam"
2317,23082,The Invention of Lying,"set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead. comedy romance fantasy rickygervais jennifergarner jonahhill rickygervais matthewrobinson"
2318,195589,Neighbors,a couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house. comedy alcohol baby party family fraternity fraternity house neighbor neighbor relationship bathroom humor sethrogen zacefron rosebyrne nicholasstoller
2319,854,The Mask,"when timid bank clerk stanley ipkiss discovers a magical mask containing the spirit of the norse god loki, his entire life changes. while wearing the mask, ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer tina carlyle. unfortunately, under the mask's influence, ipkiss also robs a bank, which angers junior crime lord dorian tyrell, whose goons get blamed for the heist. romance comedy crime fantasy dual identity bank mockery green balloon jail cell norse mythology jimcarrey camerondiaz nancyfish chuckrussell"
2320,2280,Big,"a young boy, josh baskin makes a wish at a carnival machine to be big. he wakes up the following morning to find that it has been granted and his body has grown older overnight. but he is still the same 13-year-old boy inside. now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. what will he find out about this strange world? fantasy drama comedy romance family baseball co-worker bronx pinball machine toy maker duet job promotion homesick new toy quarter unplugged electronic works yankee stadium bronx new york city walking on piano keys wish fulfillment bunk bed woman director tomhanks elizabethperkins robertloggia pennymarshall"
2321,496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"kazakh journalist borat sagdiyev travels to america to make a documentary. as he zigzags across the nation, borat meets real people in real situations with hysterical consequences. his backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in american culture. comedy male nudity usa california prostitute journalist rodeo kazakhstan demeanor course chicken driving school anti semitism bear mockumentary reporter aftercreditsstinger duringcreditsstinger sachabaroncohen kendavitian luenell larrycharles"
2322,8835,Legally Blonde,"elle woods has it all. she's the president of her sorority, a hawaiian tropic girl, miss june in her campus calendar, and, above all, a natural blonde. she dates the cutest fraternity boy on campus and wants nothing more than to be mrs. warner huntington iii. but, there's just one thing stopping warner from popping the question: elle is too blonde. comedy harvard law school black female judge smart blonde girl power reesewitherspoon lukewilson selmablair robertluketic"
2323,157,Star Trek III: The Search for Spock,admiral kirk and his bridge crew risk their careers stealing the decommissioned enterprise to return to the restricted genesis planet to recover spock's body. sciencefiction action adventure thriller williamshatner leonardnimoy deforestkelley leonardnimoy
2324,8643,The Exorcism of Emily Rose,"when a younger girl called emily rose (carpenter) dies, everyone puts blame on the exorcism which was performed on her by father moore (wilkinson) prior to her death. the priest is arrested on suspicion of murder. the trail begins with lawyer erin bruner (linney) representing moore, but it is not going to be easy, as no one wants to believe what father moore says is true. crime drama horror thriller epilepsy possession teenage girl spirit umbrella cross prosecutor catholicism negligent homicide archdiocese agnostic malnutrition burning psychotic epileptic disorder lauralinney tomwilkinson campbellscott scottderrickson"
2325,10402,Deuce Bigalow: Male Gigolo,"deuce bigalow is a less than attractive, down on his luck aquarium cleaner. one day he wrecks the house of a gigolo and needs quick money to repair it. the only way he can make it is to become a gigolo himself, taking on an unusual mix of female clients. he encounters a couple of problems, though. he falls in love with one of his unusual clients, and a sleazy police officer is hot on his trail. comedy fish aquarium carnival house callboy vacation illegal prostitution robschneider williamforsythe eddiegriffin mikemitchell"
2326,218043,Left Behind,a small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction. thriller action sciencefiction airplane the rapture remake pilot hero nicolascage chadmichaelmurray leathompson vicarmstrong
2327,9043,The Family Stone,"an uptight, conservative, businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual christmas celebration and finds that she's a fish out of water in their free-spirited way of life. comedy drama romance holiday christmas clairedanes dianekeaton rachelmcadams thomasbezucha"
2328,21301,Barbershop 2:  Back in Business,"the continuing adventures of the barbers at calvin's barbershop. gina, a stylist at the beauty shop next door, is now trying to cut in on his buisness. calvin is again struggling to keep his father's shop and traditions alive--this time against urban developers looking to replace mom &amp; pop establishments with name-brand chains. the world changes, but some things never go out of style--from current events and politics to relationships and love, you can still say anything you want at the barbershop. comedy drama blaxploitation icecube cedrictheentertainer seanpatrickthomas kevinrodneysullivan"
2329,10147,Bad Santa,"a miserable conman and his partner pose as santa and his little helper to rob department stores on christmas eve. but they run into problems when the conman befriends a troubled kid, and the security boss discovers the plot. drama comedy crime holiday elves christmas party department store safe drink little people christmas eve christmas billybobthornton tonycox brettkelly terryzwigoff"
2330,816,Austin Powers: International Man of Mystery,"as a swingin' fashion photographer by day and a groovy british superagent by night, austin powers is the '60s' most shagadelic spy, baby! but can he stop megalomaniac dr. evil after the bald villain freezes himself and unthaws in the '90s? with the help of sexy sidekick vanessa kensington, he just might. sciencefiction comedy crime android undercover missile group therapy airplane dancing scene time travel penthouse apartment judo trapdoor clowning telescope swinging james bond spoof swinging 60s aftercreditsstinger duringcreditsstinger mikemyers elizabethhurley michaelyork jayroach"
2331,302688,My Big Fat Greek Wedding 2,"the continuing adventures of the portokalos family. a follow-up to the 2002 comedy, ""my big fat greek wedding."" romance comedy family comedy wedding johncorbett elenakampouris niavardalos kirkjones"
2332,60307,Diary of a Wimpy Kid: Rodrick Rules,"back in middle school after summer vacation, greg heffley and his older brother rodrick must deal with their parents' misguided attempts to have them bond. family comedy based on novel middle school zacharygordon devonbostick rachaelharris davidbowers"
2333,106,Predator,"dutch and his group of commandos are hired by the cia to rescue downed airmen from guerillas in a central american jungle. the mission goes well but as they return they find that something is hunting them. nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time. sciencefiction action adventure thriller central and south america predator alien stalking invisible commando 3d arnoldschwarzenegger carlweathers elpidiacarrillo johnmctiernan"
2334,279,Amadeus,"the incredible story of genius musician wolfgang amadeus mozart, told in flashback by his peer and secret rival antonio salieri – now confined to an insane asylum. drama history music italy composer opera talent musician marriage crisis god murder vienna austria envy 18th century f.murrayabraham tomhulce elizabethberridge milošforman"
2335,8617,Prom Night,"donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends. crime horror aunt remake blood on shirt slasher death of family masturbation kicked in the face renovation black stereotype chest brittanysnow scottporter jessicastroup nelsonmccormick"
2336,10625,Mean Girls,"cady heron is a hit with the plastics, the a-list girl clique at her new school, until she makes the mistake of falling for aaron samuels, the ex-boyfriend of alpha plastic regina george. comedy female friendship high school fish out of water best friend teenager popularity gossip teen comedy high school rivalry new girl at school lindsaylohan rachelmcadams timmeadows markwaters"
2337,10934,Under the Tuscan Sun,"after a rough divoce, frances, a 35 year old book editor from san francisco takes a tour of tuscany at the urgings of her friends. on a whim she buys bramasole, a run down villa in the tuscan countryside and begins to piece her life together starting with the villa and finds that life sometimes has unexpected ways of giving her everything she wanted. comedy drama romance depression toscana recreation author divorce woman director dianelane sandraoh lindsayduncan audreywells"
2338,5279,Gosford Park,"multiple storylined drama set in 1932, showing the lives of upstairs guest and downstairs servants at a party in a country house in england. drama mystery thriller servant money shooting party helenmirren cliveowen maggiesmith robertaltman"
2339,10013,Peggy Sue Got Married,"peggy sue faints at a highschool reunion. when she wakes up she finds herself in her own past, just before she finished school. comedy drama fantasy romance time travel high school reunion kathleenturner nicolascage barrymiller francisfordcoppola"
2340,194662,Birdman,"a fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a broadway play. as opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected. drama comedy times square superhero long take new york city play broadway actor michaelkeaton emmastone zachgalifianakis alejandrogonzáleziñárritu"
2341,160588,Blue Jasmine,"jasmine french used to be on the top of the heap as a new york socialite, but now is returning to her estranged sister in san francisco utterly ruined. as jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. unfortunately, it all proves a losing battle as jasmine's narcissistic hangups and their consequences begin to overwhelm her. in doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own. comedy drama san francisco sister sister relationship new york city rich narcissism xanax cateblanchett alecbaldwin sallyhawkins woodyallen"
2342,9829,United 93,"a real time account of the events on united flight 93, one of the planes hijacked on 9/11 that crashed near shanksville, pennsylvania when passengers foiled the terrorist plot. drama history crime thriller action airplane hijacking terror cell emergency landing war on terror j.j.johnson pollyadams trishgates paulgreengrass"
2343,10028,Honey,"honey daniels (jessica alba) dreams of making a name for herself as a hip-hop choreographer. when she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in harlem, n.y., as a way to keep kids off the streets. honey thinks she's hit the jackpot when she meets a hotshot director (david moscow) who casts her in one of his music videos. but, when he starts demanding sexual favors from her, honey makes a decision that will change her life. romance music family new york dancing hip-hop dream dance blackmail harassment career video teacher business sabotage choreographer club harlem youth center jessicaalba mekhiphifer joybryant billewoodruff"
2344,10535,Spy Hard,"the evil gen. rancor has his sights set on world domination, and only one man can stop him: dick steele, also known as agent wd-40. rancor needs to obtain a computer circuit for the missile that he is planning to fire, so steele teams up with veronique ukrinsky, a kgb agent whose father designed the chip. together they try to locate the evil mastermind's headquarters, where veronique's father and several other hostages are being held. action comedy atomic bomb spoof james bond spoof leslienielsen nicollettesheridan charlesdurning rickfriedberg"
2345,790,The Fog,"strange things begin to occurs as a tiny california coastal town prepares to commemorate its centenary. inanimate objects spring eerily to life; rev. malone stumbles upon a dark secret about the town's founding; radio announcer stevie witnesses a mystical fire; and hitchhiker elizabeth discovers the mutilated corpse of a fisherman. then a mysterious iridescent fog descends upon the village, and more people start to die. horror prophecy sea beach gold small town beheading sword narration fog leprosy ship lighthouse church adriennebarbeau jamieleecurtis janetleigh johncarpenter"
2346,43959,Soul Surfer,"soul surfer is the inspiring true story of teen surfer bethany hamilton. bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.bethany (annasophia robb) was born to surf. a natural talent who took to the waves at a young age, she was leading an idyllic life on kauai, participating in national surf competitions with her best friend alana (lorraine nicholson), when everything changed. on halloween morning, a 14-foot tiger shark came out of nowhere and seemed to shatter all her dreams.soul surfer reveals bethany's fight to recover from her ordeal and how she grappled with the question of her future. strengthened by the love of her parents, tom (dennis quaid) and cheri (helen hunt), and supported by her youth group leader sara (carrie underwood), bethany refuses to give in or give up, and begins a bold return to the water. action drama competition based on novel shark attack surfing biography sport duringcreditsstinger annasophiarobb helenhunt lorrainenicholson seanmcnamara"
2347,10364,Catch-22,"a bombardier in world war ii tries desperately to escape the insanity of the war. however, sometimes insanity is the only sane way to cope with a crazy situation. catch-22 is a parody of a ""military mentality"" and of a bureaucratic society in general. war comedy drama world war ii island bomber pianosa american alanarkin martinbalsam richardbenjamin mikenichols"
2348,16991,Observe and Report,"bi-polar mall security guard ronnie barnhardt is called into action to stop a flasher from turning shopper's paradise into his personal peep show. but when barnhardt can't bring the culprit to justice, a surly police detective, is recruited to close the case. comedy crime drama robbery unrequited love security guard mall sethrogen annafaris michaelpeña jodyhill"
2349,9610,Conan the Destroyer,"based on a character created by robert e. howard, this fast-paced, occasionally humorous sequel to conan the barbarian features the hero (arnold schwarzenegger) as he is commissioned by the evil queen taramis (sarah douglas) to safely escort a teen princess (olivia d'abo) and her powerful bodyguard (wilt chamberlain) to a far away castle to retrieve the magic horn of dagon. unknown to conan, the queen plans to sacrifice the princess when she returns and inherit her kingdom after the bodyguard kills conan. the queen's plans fail to take into consideration conan's strength and cunning and the abilities of his sidekicks: the eccentric wizard akiro (mako), the wild woman zula (grace jones), and the inept malak (tracey walter). together the hero and his allies must defeat both mortal and supernatural foes in this voyage to sword-and-sorcery land. adventure fantasy action swordplay sword magic warrior woman lone wolf wizardry royalty barbarian sword and sorcery arnoldschwarzenegger gracejones wiltchamberlain richardfleischer"
2350,1578,Raging Bull,"when jake lamotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. but when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. though lamotta wants his family's love, something always seems to come between them. perhaps it's his violent bouts of paranoia and jealousy. this kind of rage helped make him a champ, but in real life, he winds up in the ring alone. drama transporter jealousy violent husband paranoia boxer biography fistfight broken nose sport domestic violence extreme violence over-the-hill fighter robertdeniro joepesci cathymoriarty martinscorsese"
2351,25643,Love Happens,"dr. burke ryan is a successful self-help author and motivational speaker with a secret. while he helps thousands of people cope with tragedy and personal loss, he secretly is unable to overcome the death of his late wife. it's not until burke meets a fiercely independent florist named eloise that he is forced to face his past and overcome his demons. drama romance hotel florist forest grief seminar motivational speaker aaroneckhart jenniferaniston judygreer brandoncamp"
2352,11904,Young Sherlock Holmes,"sherlock holmes and dr. watson meet as boys in an english boarding school. holmes is known for his deductive ability even as a youth, amazing his classmates with his abilities. when they discover a plot to murder a series of british business men by an egyptian cult, they move to stop it. action adventure crime drama family mystery thriller london england school friend religion and supernatural sherlock holmes murder aftercreditsstinger nicholasrowe alancox sophieward barrylevinson"
2353,28665,Fame,"an updated version of the 1980 musical, which centered on the students of the new york academy of performing arts. music comedy drama romance musical duringcreditsstinger kaypanabaker naturinaughton kheringtonpayne kevintancharoen"
2354,44115,127 Hours,the true story of mountain climber aron ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in utah. adventure drama thriller mountains despair adventure utah alone canyon climbing based on true story rescue survival escape true trapped boulder adventurer flashback climber isolated hikers very little dialogue jamesfranco katemara ambertamblyn dannyboyle
2355,10569,Small Time Crooks,a loser of a crook and his wife strike it rich when a botched bank job's cover business becomes a spectacular success. action comedy crime bank restaurant role of women bank robber wife pizzeria pizza keks independent film bank robbery hoodlum woodyallen carolynsaxon traceyullman woodyallen
2356,10560,Center Stage,a group of 12 teenagers from various backgrounds enroll at the american ballet academy in new york to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance. drama music new york competition dancer dance ball career ballet dancer music entrance examination ballet dance teacher amandaschull zoesaldana susanmaypratt nicholashytner
2357,333348,Love the Coopers,"when four generations of the cooper clan come together for their annual christmas eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday. comedy family big family family relationships family woman director christmas stevemartin dianekeaton johngoodman jessienelson"
2358,20483,Catch That Kid,"athletic 12-year-old maddy (kristen stewart) shares an enthusiasm for mountain climbing with her father, tom (sam robards). unfortunately, tom suffers a spinal injury while scaling mount everest, and his family is unable to afford the surgery that can save him. maddy decides to get the money for her father's operation by robbing a high-security bank. she relies on her climbing skills and help from her geeky friends (max thieriot, corbin bleu) to pull it off successfully. family action adventure bank robbery kristenstewart corbinbleu maxthieriot bartfreundlich jamessbardellati petermerwin"
2359,11457,Life as a House,"when a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father. drama father son relationship house cancer drug divorce ex-wife unemployment kevinkline kristinscottthomas haydenchristensen irwinwinkler"
2360,321697,Steve Jobs,"set backstage at three iconic product launches and ending in 1998 with the unveiling of the imac, steve jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter. drama history biography computer father daughter relationship apple computer steve jobs based on true events michaelfassbender katewinslet sethrogen dannyboyle"
2361,19840,"I Love You, Beth Cooper","nerdy teenager denis cooverman (paul rust) harbors a secret crush on beth cooper (hayden panettiere), the hottest girl in high school. during his graduation speech, denis lets the cat out of the bag and declares his love for beth, who, instead of dissing denis, shows up at his house later that day and promises to show him the time of his life. comedy romance virgin cheerleader graduation high school aspen friends in the closet teenager popularity based on young adult novel popular girl haydenpanettiere paulrust laurenlondon chriscolumbus"
2362,22327,Youth in Revolt,"nick twisp (michael cera), a teen with a taste for the finer things in life like sinatra and fellini, falls hopelessly in love with the beautiful, free-spirited sheeni saunders (portia doubleday) while on a family vacation.  but family, geography and jealous ex-lovers conspire to keep these two apart. nick abandons his dull, predictable life and develops a rebellious alter ego: françois.  with his ascot, his moustache and his cigarette, françois will stop at nothing to be with sheeni, and leads nick on a path of destruction with unpredictable consequences.. drama comedy romance based on novel coming of age duringcreditsstinger michaelcera zachgalifianakis justinlong miguelarteta"
2363,38665,The Legend of the Lone Ranger,"when the young texas ranger, john reid, is the sole survivor of an ambush arranged by the militaristic outlaw leader, butch cavendich, he is rescued by an old childhood comanche friend, tonto. when he recovers from his wounds, he dedicates his life to fighting the evil that cavendich represents. to this end, john reid becomes the great masked western hero, the lone ranger. with the help of tonto, the pair go to rescue president grant when cavendich takes him hostage. action adventure romance western lone ranger wild bill hickok buffalo bill the lone ranger christopherlloyd mattclark juaninclay williama.fraker"
2364,2575,The Tailor of Panama,"a british spy is banished to panama after having an affair with an ambassador's mistress. once there he makes connection with a local tailor with a nefarious past and connections to all of the top political and gangster figures in panama. the tailor also has a wife, who works for the panamanian president and a huge debt. the mission is to learn what the president intends to do with the canal. drama thriller dancing spy birthday map fireworks bridge secret agent president children independent film debt swimming political band piercebrosnan geoffreyrush jamieleecurtis johnboorman"
2365,11644,Blow Out,"jack terry is a master sound recordist who works on grade-b horror movies. late one evening, he is recording sounds for use in his movies when he hears something unexpected through his sound equipment and records it. curiosity gets the better of him when the media become involved, and he begins to unravel the pieces of a nefarious conspiracy. as he struggles to survive against his shadowy enemies and expose the truth, he does not know whom he can trust. drama mystery thriller audio tape hitman presidential election noises yell politics faithlessness johntravolta nancyallen johnlithgow briandepalma"
2366,146227,Getaway,"former race car driver brent magna (hawke) is pitted against the clock. desperately trying to save the life of his kidnapped wife, brent commandeers a custom ford shelby gt500 super snake, taking it and its unwitting owner (gomez) on a high-speed race against time, at the command of the mysterious villain holding his wife hostage. action crime ethanhawke selenagomez jonvoight courtneysolomon"
2367,68924,The Ice Storm,"in the weekend after thanksgiving 1973 the hoods are skidding out of control. benjamin hood reels from drink to drink, trying not to think about his trouble at the office. his wife, elena, is reading self help books and losing patience with her husband's lies. their son, paul, home for the holidays, escapes to the city to pursue an alluring rich girl from his prep school. young, budding nymphomaniac, wendy hood roams the neighborhood, innocently exploring liquor cabinets and lingerie drawers of her friends' parents, looking for something new. then an ice storm hits, the worst in a century. drama based on novel 1970s thanksgiving dysfunctional family independent film kevinkline joanallen sigourneyweaver anglee"
2368,253235,And So It Goes,a self-centered realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home. comedy drama romance grandfather granddaughter relationship neighbor wealthy elderly estrangement michaeldouglas dianekeaton sterlingjerins robreiner
2369,22102,Troop Beverly Hills,a beverly hills housewife in the middle of a divorce tries to find focus in her life by taking over her daughter's wilderness girls troop. adventure comedy family wilderness teen angst shelleylong craigt.nelson bettythomas jeffkanew
2370,18701,Being Julia,"julia lambert is a true diva: beautiful, talented, weathly and famous.  she has it all - including a devoted husband who has mastermined her brilliant career - but after years of shining in the spotlight she begins to suffer from a severe case of boredom and longs for something new and exciting to put the twinkle back in her eye.  julia finds exactly what she's looking for in a handsome young american fan, but it isn't long before the novelty fling adds a few more sparks than she was hoping for.  fortuately for her, this surprise twist in the plot will trust her back into the greatest role of her life. comedy drama romance michaelgambon annettebening leighlawson istvánszabó"
2371,10068,Nine 1/2 Weeks,"an erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. she barely knows about his life, only about the sex games they play, so the relationship begins to get complicated. drama romance sexual obsession prostitute women's sexual identity broker gallery owner sadomasochism mickeyrourke kimbasinger margaretwhitton adrianlyne"
2372,848,Dragonslayer,the sorcerer and his apprentice galen are on a mission to kill an evil dragon in order to save the king’s daughter from being sacrificed in accordance to a pact that the king himself made with the dragon to protect his kingdom. a fantasy film from disney studios that exhausted all possible visual effects of the time. fantasy secret identity self sacrifice magic virgin solar eclipse sacrifice sorcerer's apprentice amulet lottery brood egg princess sorcerer human sacrifice dragon hidden identity crossdressing landslide sword and sorcery petermacnicol caitlinclarke ralphrichardson matthewrobbins
2373,36811,The Last Station,"a historical drama that illustrates russian author leo tolstoy's struggle to balance fame and wealth with his commitment to a life devoid of material things. the countess sofya, wife and muse to leo tolstoy, uses every trick of seduction on her husband's loyal disciple, whom she believes was the person responsible for tolstoy signing a new will that leaves his work and property to the russian people. drama romance duringcreditsstinger jamesmcavoy christopherplummer helenmirren michaelhoffman"
2374,522,Ed Wood,"the mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless b-movies without ever becoming famous or successful. comedy drama history individual taxi transsexuality fortune teller film business film making film producer vororte film maker boxer film director oddball celebrity morphine movie studio los angeles drug addict cult director theremin handgun trick or treating actor transvestite johnnydepp martinlandau sarahjessicaparker timburton"
2375,130150,Labor Day,"depressed single mom adele and her son henry offer a wounded, fearsome man a ride. as police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited. drama escaped convict depressed mom joshbrolin katewinslet gattlingriffith jasonreitman"
